en,ru,bleu,acceptability
"To my dismay, my wallet was gone.","К моему ужасу, мой бумажник исчез.",0.5410822690539396,0.9968586
"To my great surprise, we won!","К моему большому удивлению, мы выиграли!",1.0,0.9913981
"To my surprise, he failed the examination.","К моему удивлению, он провалил экзамен.",0.5247357977607321,0.99644154
"To my surprise, he got married to a very beautiful actress.","К моему удивлению, он женился на очень красивой актрисе.",1.0,0.9961981
"To my surprise, he had a beautiful voice.","К моему удивлению, у него был прекрасный голос.",0.7071067811865475,0.9874046
"To my surprise, he has failed.","К моему удивлению, он провалился.",0.2831941551089239,0.99519664
"To my surprise, he has failed.","К моему удивлению, он потерпел неудачу.",0.2846946938149361,0.9967996
"To my surprise, she could not answer the question.","К моему удивлению, она не смогла ответить на вопрос.",1.0,0.9962902
"To my surprise, she spoke English very well.","К моему удивлению, она очень хорошо говорила по-английски.",1.0,0.99456185
"To my surprise, she was alive.","К моему удивлению, она была жива.",1.0,0.9931722
"To my surprise, the anthropologist was accused of murder.","К моему удивлению, антрополога обвинили в убийстве.",1.0,0.9950146
"To my surprise, the door was unlocked.","К моему удивлению, дверь была открыта.",0.7071067811865475,0.99681693
"To my surprise, there were no people in the village.","К моему удивлению, в деревне не было людей.",1.0,0.9929917
"To my surprise, they ate the meat raw.","К моему удивлению, они съели мясо сырым.",0.5969491792019646,0.99635255
"To our disappointment, our team lost the game.","К нашему разочарованию, наша команда проиграла игру.",0.7506238537503395,0.991098
"To our great disappointment, the game was called off.","К нашему большому разочарованию, игра была отменена.",0.6606328636027614,0.99505794
"To our great surprise, she held her breath for three minutes.","К нашему большому удивлению, она задержала дыхание на три минуты.",1.0,0.9958246
"To our surprise, Tom came to our party with Mary.","К нашему удивлению, Том пришел на нашу вечеринку с Мэри.",0.5452469119630863,0.9960452
"To our surprise, he was defeated in the match.","К нашему удивлению, он был побежден в матче.",0.6580370064762462,0.9929605
"To prevent hijacks, all carry-on baggage is carefully inspected.",Для предотвращения угона всех бронетранспортеров проводится тщательная проверка.,0.0,0.9979893
"To prevent hijacks, all carry-on baggage is carefully inspected.",В целях предотвращения угона любого перевозимого багажа проводится тщательная проверка.,0.0,0.9791462
"To put it briefly, I do not agree.","Если коротко, то я не согласен.",0.3655552228545123,0.9968951
"To put it briefly, I do not agree.","Короче говоря, я не согласен с этим.",0.6104735835807844,0.9980405
"To some extent, you can control the car in a skid.",В какой-то степени вы можете контролировать машину в скользком состоянии.,0.0,0.9775588
To speak English well is difficult.,Хорошо говорить по-английски - это трудно.,0.0,0.97940344
To speak English well is difficult.,Хорошо говорить по-английски трудно.,1.0,0.99729174
To speak French is difficult.,Говорить по-французски - это трудно.,0.0,0.9962037
To speak French is difficult.,Говорить по-французски трудно.,1.0,0.99739045
To speak a foreign language well takes time.,"Чтобы хорошо говорить на иностранном языке, нужно время.",0.0,0.9966588
To study English is important for today's young people.,Изучение английского важно для сегодняшней молодежи.,0.4347208719449915,0.9973961
To tell a lie is wrong.,Сказать ложь - неправильно.,0.0,0.9948238
To tell a lie is wrong.,Ложь - это неправильно.,0.0,0.99755174
"To the man who only has a hammer in the toolkit, every problem looks like a nail.","Для человека, у которого только молоток в комплекте, каждая проблема выглядит как гвоздь.",0.2919721618251417,0.99439234
"To understand it, you have only to read this book.","Чтобы понять это, нужно только читать эту книгу.",0.355433394487517,0.9950584
To understand someone is to love someone.,Понять кого-то - значит любить кого-то.,0.0,0.98982936
To write a love letter in English is not easy.,Написать любовное письмо на английском не так просто.,0.3155984539112945,0.9981212
To write good English requires a lot of practice.,"Чтобы написать хороший английский, требуется много практики.",0.0,0.34578127
Today is June 18th and it is Muiriel's birthday!,"Сегодня 18 июня, и день рождения Мюриэля!",0.474954953300978,0.93229544
Today is June 18th and it is Muiriel's birthday!,Сегодня 18 июня и день рождения Мюриэля!,0.0,0.9479477
Tolstoy achieved worldwide fame.,Толстой достиг всемирного уровня славы.,0.0,0.9947524
Tolstoy achieved worldwide fame.,Толстой обрел всемирную славу.,0.0,0.9962644
Tom acknowledges that he was defeated.,"Том признает, что он был побежден.",0.0,0.9947621
Tom acted the part of a sailor.,Том играл роль моряка.,1.0,0.9964814
Tom advised him not to buy the secondhand car.,Том посоветовал ему не покупать подержанную машину.,1.0,0.99861944
Tom always finds fault with her.,Том всегда на нее винит.,0.0,0.008013229
Tom always finds fault with her.,Том всегда к ней винит.,0.0,0.012589549
Tom always leaves his bicycle dirty.,Том всегда оставляет свой велосипед грязным.,0.488923022434901,0.9981883
Tom always makes fun of John because of his dialect.,Том всегда смеётся над Джоном из-за своего диалекта.,0.0,0.99235415
Tom and Bill arrived at the conclusion independently of each other.,Том и Билл пришли к заключению независимо друг от друга.,0.6407117598241612,0.9969221
Tom and Frank are good friends.,Том и Фрэнк хорошие друзья.,0.0,0.9976649
Tom and I are friends.,Мы с Томом друзья.,1.0,0.99684393
Tom and I are good friends.,Мы с Томом хорошие друзья.,1.0,0.9979577
Tom and I have nothing in common.,У нас с Томом нет ничего общего.,1.0,0.9970753
"Tom and Jane quarreled, but they made up the next morning.","Том и Джейн поссорились, но они помирились на следующее утро.",0.0,0.9897103
"Tom and Jane quarreled, but they made up the next morning.","Том и Джейн поссорились, но на следующее утро они помирились.",0.4659538415189962,0.99208355
Tom and John are good friends.,Том и Джон - хорошие друзья.,0.0,0.9981495
Tom and Mike became acquainted through their mutual friends.,Том и Майк познакомились через своих общих друзей.,0.5969491792019646,0.99738353
Tom and Sue have known each other since 1985.,Том и Сью знакомы с 1985 года.,1.0,0.9967019
Tom and Sue love each other.,Том и Сью любят друг друга.,1.0,0.99760133
Tom appealed to his mother to buy a new toy for him.,Том призвал мать купить ему новую игрушку.,0.7071067811865475,0.9981071
Tom applied for the job.,Том подал заявление на работу.,0.0,0.9974886
Tom arrived last.,Том приехал последним.,1.0,0.9969735
Tom arrived late at the station.,Том поздно приехал на станцию.,1.0,0.99764025
Tom ate vegetable soup this morning.,Том сегодня утром ел овощной суп.,0.4549941404048037,0.99763656
Tom became good friends with the elevator operator in their hotel.,Том подружился с оператором лифта в их отеле.,0.0,0.9971501
Tom broke the window.,Том разбил окно.,1.0,0.9977151
Tom burned himself out as a baseball player.,Том сгорел как бейсболист.,0.0,0.9964126
Tom came home early yesterday.,Том вчера рано вернулся домой.,0.0,0.9969825
Tom came home just now.,Том только что вернулся домой.,0.0,0.9978453
Tom came running with a letter from Judy.,Том прибежал с письмом от Джуди.,0.6434588841607617,0.9975768
Tom can do this work alone.,Том может делать это один.,0.0,0.99760735
Tom can do this work alone.,Том может сделать это один.,0.0,0.9976515
Tom can run fast.,Том может бегать быстро.,0.0,0.9948738
Tom can ski as well as his brother.,"Том умеет кататься на лыжах так же хорошо, как и его брат.",0.7744031410142033,0.99616075
Tom can speak German as well as English.,"Том говорит по-немецки, а также по-английски.",0.0,0.9910682
Tom can speak German as well as English.,"Том говорит как по-немецки, так и по-английски.",0.0,0.99036574
Tom can swim no more than a stone can.,"Том умеет плавать не больше, чем камень.",0.0,0.58592194
Tom can't play tennis.,Том не умеет играть в теннис.,1.0,0.9979025
"Tom can't swim at all. On the other hand, he is a good baseball player.","Том вообще не умеет плавать. С другой стороны, он хороший бейсболист.",0.1967497981115563,0.9957157
Tom changed color.,Том поменял цвет.,0.0,0.9978631
Tom cut classes again.,Том снова урезал занятия.,0.0,0.99829704
Tom cut classes again.,Том снова прогулял занятия.,0.0,0.9980106
Tom denied having stolen the money.,"Том отрицал, что украл деньги.",1.0,0.99706596
Tom did it simply for the money.,Том сделал это просто ради денег.,0.0,0.99773777
Tom didn't have dinner last night.,Том вчера вечером не обедал.,0.537284965911771,0.9933124
Tom does anything but study.,"Том делает что угодно, кроме как учиться.",0.0,0.8106753
Tom does anything but study.,"Том делает что угодно, кроме как учится.",0.0,0.9477817
Tom doesn't like cheese.,Том не любит сыр.,1.0,0.997505
Tom doesn't run as fast as Bill.,"Том не бегает так быстро, как Билл.",0.6500593260343691,0.9954596
Tom doesn't run as fast as Bill.,"Том бегает не так быстро, как Билл.",1.0,0.995497
Tom drove the car.,Том вёл машину.,0.0,0.9929705
Tom escaped from the danger.,Том сбежал от опасности.,0.0,0.99690455
"Tom expected to leave early in the morning, but he overslept.","Том ожидал уйти рано утром, но проспал.",0.3303164318013807,0.9938856
Tom feels that his team will win the game.,"Том чувствует, что его команда выиграет игру.",0.7506238537503395,0.9932522
Tom finally gave up smoking.,Том наконец бросил курить.,1.0,0.998288
Tom finally gave up smoking.,"Том, наконец, бросил курить.",0.0,0.9972133
Tom found me a taxi.,Том нашёл мне такси.,1.0,0.9970004
Tom frowned.,Том нахмурился.,0.0,0.99442035
Tom gambled away a fortune in one night.,Том проиграл состояние за одну ночь.,0.0,0.99771523
Tom gambled away a fortune in one night.,Том проиграл целое состояние за одну ночь.,0.5410822690539396,0.9983026
Tom gave me a pen.,Том дал мне ручку.,1.0,0.99592423
Tom gets up at six every morning.,Том каждое утро встаёт в шесть.,0.0,0.9950505
Tom goes to school on foot.,Том ходит в школу пешком.,1.0,0.9973659
Tom got a grip on his emotions.,Том схватил свои эмоции.,0.0,0.016078861
Tom got a grip on his emotions.,Том схватился за свои эмоции.,0.0,0.95938826
Tom got angry at the children.,Том разозлился на детей.,0.0,0.99706715
Tom got angry with the high school students.,Том разозлился на школьников.,0.0,0.9971886
"Tom got first prize, didn't he?","Том получил первый приз, не так ли?",0.0,0.99517125
Tom got so absorbed in his work that he forgot to eat.,"Том так погружен в свою работу, что забыл поесть.",0.403527863746399,0.9897456
Tom got so absorbed in his work that he forgot to eat.,"Том так впитался в свою работу, что забыл поесть.",0.403527863746399,0.9864075
Tom got wet to the skin and caught cold.,Том промокли до кожицы и замерз.,0.0,0.006514936
Tom got wet to the skin and caught cold.,Том промок к коже и простудился.,0.0,0.029068679
Tom had no appetite because of his illness.,У Тома не было аппетита из-за болезни.,1.0,0.9859556
Tom has an eye for modern art.,У Тома глаз на современное искусство.,0.0,0.99362844
Tom has been talking on the phone for an hour.,Том говорит по телефону уже час.,0.6434588841607617,0.9980465
Tom has less money than his brother does.,"У Тома меньше денег, чем у его брата.",1.0,0.9966409
Tom has many talents.,У Тома много талантов.,1.0,0.9958364
Tom has no manners.,У Тома нет манер.,0.0,0.992953
Tom hid under the table.,Том спрятался под столом.,1.0,0.9975889
Tom hurt himself.,Том поранился.,0.0,0.9970578
"Tom hurt his left knee during practice, so John had to play the game in his place.","Том повредил левое колено во время тренировки, поэтому Джону пришлось играть вместо него.",0.7487052499824418,0.9901333
"Tom hurt his left knee during practice, so John had to play the game in his place.","Том повредил левое колено во время тренировки, поэтому Джону пришлось играть в игру вместо себя.",0.5174476594166615,0.98378515
Tom is a friend of mine.,Том - мой друг.,1.0,0.9972031
Tom is a good cook.,Том хороший повар.,1.0,0.99638355
Tom is a good worker.,Том - хороший работник.,1.0,0.9968995
Tom is a high school student.,Том - школьник.,0.0,0.99688727
Tom is a high school student.,Том - старшеклассник.,0.0,0.99753344
Tom is a man of absolute sincerity.,Том - человек абсолютно искренний.,0.0,0.99779713
Tom is a man of absolute sincerity.,Том - абсолютно искренний человек.,0.0,0.9978453
Tom is a student.,Том - студент.,0.0,0.9953739
Tom is a very good tennis player.,Том очень хороший теннисист.,0.5789300674674098,0.99564457
Tom is able to swim well.,Том умеет хорошо плавать.,0.0,0.9978898
Tom is absent.,Том отсутствует.,0.0,0.9909113
Tom is absent.,Тома нет.,0.0,0.9952932
Tom is always playing video games.,Том всегда играет в видеоигры.,0.4548019047027907,0.99595237
Tom is always watching television.,Том всегда смотрит телевизор.,0.0,0.99720603
Tom is an electrical engineer.,Том - электроинженер.,1.0,0.99802244
Tom is as tall as Jack.,"Том такой же высокий, как Джек.",0.0,0.9950364
Tom is as tall as Jim.,"Том такой же высокий, как Джим.",0.0,0.9945703
Tom is as tall as his father.,"Том такой же высокий, как и его отец.",1.0,0.99486756
Tom is at the door. Please ask him in.,"Том у двери. Пожалуйста, пригласите его.",0.3303164318013807,0.997797
Tom is by no means unintelligent. He is just lazy.,Том отнюдь не не не любезен. Он просто ленивый.,0.0,0.039538022
Tom is by no means unintelligent. He is just lazy.,Том отнюдь не бестактный. Он просто ленивый.,0.0,0.99781173
Tom is captain of the football team and is on the baseball team as well.,Том - капитан футбольной команды и тоже в бейсбольной команде.,0.3809694917244035,0.02923528
Tom is coming to our school tomorrow.,Том завтра придёт в нашу школу.,0.0,0.9944299
Tom is coming to our school tomorrow.,Том завтра придет в нашу школу.,0.0,0.9970504
Tom is due to come at noon.,Том должен прийти в полдень.,0.0,0.99631846
Tom is engaged to Ruth.,Том помолвлен с Рут.,1.0,0.9961928
Tom is first in his class.,Том первый в своем классе.,0.0,0.9953766
Tom is fitted to become a businessman.,Том способен стать бизнесменом.,0.0,0.9972817
Tom is getting better.,Тому становится лучше.,1.0,0.99675435
Tom is growing a mustache.,Том выращивает усы.,0.0,0.9983138
Tom is ill at ease among strangers.,Том нездоров среди незнакомцев.,0.0,0.12802392
Tom is ill at ease among strangers.,Тому нехорошо среди незнакомцев.,0.0,0.9958646
Tom is in bed with a fever.,Том в постели с температурой.,0.5115078115793242,0.994393
Tom is in charge of this year's tennis tournament.,Том отвечает за теннисный турнир этого года.,0.0,0.99617684
Tom is in the house.,Том в доме.,1.0,0.9909945
Tom is interested in mathematics.,Том интересуется математикой.,1.0,0.9980096
Tom is interested in mountaineering.,Том интересуется горным хозяйством.,0.0,0.99832386
Tom is interested in mountaineering.,Том интересуется альпинизмом.,0.0,0.9978346
Tom is leaving Kobe tomorrow morning.,Том завтра утром уезжает из Кобе.,0.0,0.9958318
Tom is liked by his friends.,Тома любят его друзья.,0.0,0.99779654
Tom is liked by his friends.,Тому нравятся его друзья.,0.0,0.9981517
Tom is living with his uncle now.,Том теперь живёт со своим дядей.,0.6434588841607617,0.99530655
Tom is lying ill in bed.,"Том лежит в постели, он болен.",0.3655552228545123,0.9967981
Tom is lying ill in bed.,Том болен в постели.,0.0,0.034412727
Tom is more wise than clever.,"Том более мудр, чем умный.",0.0,0.031288184
Tom is more wise than clever.,"Том более мудрый, чем умный.",0.0,0.83295333
"Tom is not a lazy boy. As a matter of fact, he works hard.","Том не ленивый мальчик. На самом деле, он усердно работает.",0.4703709593866897,0.99469346
Tom is not able to drive a car.,Том не может водить машину.,0.0,0.9977227
Tom is not an idle boy any longer.,Том больше не бездельник.,0.0,0.9983102
Tom is not as old as you.,"Том не так стар, как ты.",0.4111336169005197,0.9953876
Tom is not as old as you.,"Том не такой старый, как ты.",1.0,0.99564373
Tom is not serious about his studies.,Том не всерьез относится к своим занятиям.,0.0,0.99739045
Tom is not serious about his studies.,Том не серьёзно относится к своим занятиям.,0.0,0.9963727
Tom is older than I.,Том старше меня.,1.0,0.99495405
Tom is on good terms with John.,Том в хороших отношениях с Джоном.,1.0,0.9954537
Tom is playing the violin now.,Том сейчас играет на скрипке.,1.0,0.9976388
Tom is scrupulous in matters of business.,Том тщательно в вопросах бизнеса.,0.0,0.023587573
Tom is scrupulous in matters of business.,Том аккуратно в вопросах бизнеса.,0.0,0.014150292
Tom is so intelligent that he stands out in class.,"Том настолько умён, что выглядит на уроке.",0.0,0.03251182
Tom is so intelligent that he stands out in class.,"Том настолько умён, что выделяется в классе.",0.0,0.9872184
Tom is still hospitalized.,Том все еще госпитализирован.,0.0,0.997209
Tom is taller than I.,Том выше меня.,1.0,0.99476963
Tom is taller than his mother.,Том выше своей матери.,1.0,0.99496645
Tom is the captain of this baseball team.,Том - капитан этой бейсбольной команды.,1.0,0.997897
Tom is the tallest in his class.,Том самый высокий в классе.,1.0,0.99672526
Tom is the tallest in his family.,Том самый высокий в своей семье.,0.4347208719449915,0.9973884
Tom is three inches taller than his wife is.,Том на три дюйма выше своей жены.,0.0,0.99748224
Tom is too honest a boy to tell a lie.,"Том слишком честен, чтобы лгать.",1.0,0.9974419
Tom is too honest a boy to tell a lie.,"Том слишком честный мальчик, чтобы лгать.",0.4111336169005197,0.99714124
Tom isn't watching TV now.,Том сейчас не смотрит телевизор.,1.0,0.9977977
Tom kept talking all night.,Том продолжал говорить всю ночь.,0.0,0.9973047
Tom knocked him down.,Том его сбил.,0.0,0.997157
Tom lay on his back.,Том лежал на спине.,1.0,0.99383473
Tom liked his job very much.,Тому очень понравилась его работа.,0.0,0.99596345
Tom likes cheese.,Том любит сыр.,1.0,0.99700016
Tom likes hot curry.,Том любит горячий карри.,0.0,0.99759406
Tom likes swimming.,Том любит плавать.,1.0,0.9971826
Tom likes tea better than coffee.,Том любит чай лучше кофе.,0.0,0.8034206
Tom likes tea better than coffee.,"Том любит чай больше, чем кофе.",1.0,0.9976165
Tom likes to knit.,Том любит вязать.,1.0,0.9971386
Tom likes to play baseball.,Том любит играть в бейсбол.,0.5081327481546147,0.99717367
Tom lives in the room above us.,Том живёт в комнате над нами.,1.0,0.99578816
Tom looked at the tall man suspiciously.,Том подозрительно посмотрел на высокого человека.,0.3944243648327555,0.99683976
Tom looks like a clever boy.,Том выглядит как умный мальчик.,0.0,0.99588615
Tom looks pale.,Том выглядит бледным.,0.0,0.99571204
Tom lost his job.,Том потерял работу.,1.0,0.9970927
"Tom loved Mary, who didn't love him at all.","Том любил Мэри, которая его совсем не любила.",0.4810977290978807,0.99117404
Tom made Jill a new dress.,Том сделал Джилл новое платье.,0.0,0.9978345
Tom made Jill his secretary.,Том сделал Джилл своей секретаршей.,1.0,0.9970018
Tom made a promise to come home early tonight.,Том пообещал сегодня рано вернуться домой.,0.0,0.99659735
Tom made a promise to come home early tonight.,Том пообещал сегодня пораньше вернуться домой.,0.0,0.9973773
Tom married an older girl.,Том женился на старшей девушке.,0.537284965911771,0.9954918
Tom may have missed the train. He hasn't come yet.,"Том, возможно, опоздал на поезд. Он еще не пришел.",0.0,0.9925447
Tom may have missed the train. He hasn't come yet.,"Том, возможно, опоздал на поезд. Он еще не пришёл.",0.0,0.9913071
"Tom met Mary at a party, and it was love at first sight.","Том встретил Мэри на вечеринке, и это была любовь с первого взгляда.",1.0,0.9957547
Tom met Mary on his way to school.,Том встретил Мэри по дороге в школу.,0.5946035575013605,0.9970783
Tom need not go to school today.,Тому сегодня не нужно ходить в школу.,0.0,0.99338937
"Tom never used to smoke, but he does now.","Том никогда не курил, но сейчас курит.",0.0,0.9873936
Tom noticed a drunkard lying in the street.,"Том заметил пьяницу, лежащую на улице.",0.5,0.31602564
Tom offered to lend me the money.,Том предложил мне одолжить деньги.,0.0,0.99852175
Tom often goes fishing in the river.,Том часто ходит в реку на рыбалку.,0.0,0.99029654
Tom persuaded her into going to the movies with him.,Том убедил ее пойти с ним в кино.,0.4671379777282,0.99759066
Tom persuaded her into going to the movies with him.,Том уговорил ее пойти с ним в кино.,0.5133450480401704,0.9974921
Tom pretended not to know the answer.,"Том притворился, что не знает ответа.",0.3826029416278447,0.996775
Tom puts too much sugar in his tea.,Том слишком много сахара вливает в чай.,0.0,0.9973744
Tom puts too much sugar in his tea.,Том кладет слишком много сахара в свой чай.,0.0,0.99789184
Tom received a heavy blow on the head.,Том получил тяжелый удар по голове.,1.0,0.99722713
Tom recommended the novel to them.,Том рекомендовал им роман.,0.0,0.9940779
Tom runs very fast.,Том очень быстро бегает.,0.0,0.99712807
"Tom said he was ill, which was a lie.","Том сказал, что болен, что является ложью.",0.0,0.9536045
Tom said that he had been cleaning the house all day.,"Том сказал, что весь день убирал дом.",0.2953872020786077,0.9927375
Tom said that he had been cleaning the house all day.,"Том сказал, что весь день чистил дом.",0.2953872020786077,0.9940165
Tom saved her from the fire.,Том спас ее от огня.,0.0,0.9975285
Tom saw something red there.,Том там что-то красное увидел.,0.0,0.9982516
Tom saw something red there.,Том видел там что-то красное.,1.0,0.9974445
Tom says that he can read a French book.,"Том говорит, что может читать французскую книгу.",0.5462757644646491,0.10648889
Tom says that he can read a French book.,"Том говорит, что умеет читать французскую книгу.",0.2955801301657078,0.882248
Tom seems to be preparing for tomorrow's lessons.,"Том, кажется, готовится к завтрашним урокам.",0.6606328636027614,0.9954072
Tom showed her the letter from Santa Claus.,Том показал ей письмо от Санта Клауса.,0.5410822690539396,0.9981384
Tom showed his courage in the face of danger.,Том показал свою смелость перед лицом опасности.,0.7071067811865475,0.9982784
Tom showed interest in the plan.,Том проявил интерес к плану.,1.0,0.9972709
Tom slipped out of the classroom.,Том выскользнул из класса.,1.0,0.99522096
Tom sometimes rips off his customers.,Том иногда оторвёт своих клиентов.,0.0,0.013508173
Tom sometimes rips off his customers.,Том иногда ограбит своих клиентов.,0.0,0.010033604
Tom speaks more slowly than Bill.,Том говорит медленнее Билла.,0.0,0.9955284
Tom stands by me whenever I am in trouble.,"Том всегда рядом со мной, когда у меня проблемы.",0.2647795226140596,0.99128854
Tom stands by me whenever I am in trouble.,"Том всегда рядом со мной, когда я в беде.",0.0,0.99044484
Tom started the engine.,Том запустил двигатель.,1.0,0.99696106
Tom stood on the platform in Westminster Underground Station.,Том стоял на платформе на Вестминстерской подземной станции.,0.3303164318013807,0.99592847
Tom stopped to take a close look at the car.,"Том остановился, чтобы присмотреться к машине.",0.3655552228545123,0.9960901
Tom suggested another plan to the committee.,Том предложил Комитету другой план.,0.0,0.9982497
Tom suggested that Ann should sell the house.,Том предложил Энн продать дом.,1.0,0.99824405
Tom swims very fast.,Том очень быстро плавает.,1.0,0.9973093
Tom takes good care of the birds.,Том хорошо заботится о птицах.,1.0,0.99814093
Tom talked too much and let the secret slip.,Том слишком много говорил и позволил секрету ускользнуть.,0.0,0.98339534
Tom thanked me for the gift.,Том поблагодарил меня за подарок.,1.0,0.9978757
Tom told us that he had a headache.,"Том сказал нам, что у него болит голова.",1.0,0.99692374
Tom took part in the summer festival.,Том принял участие в летнем фестивале.,1.0,0.9973328
Tom tried climbing the tall tree.,Том попробовал забраться на высокое дерево.,0.4347208719449915,0.9961624
Tom tried to climb the tall tree.,Том попытался забраться на высокое дерево.,0.4347208719449915,0.99718034
Tom usually goes to bed at ten-forty.,Том обычно ходит спать в десять сорок.,0.5946035575013605,0.99612325
Tom walked across the street.,Том перешел улицу.,0.0,0.9973788
Tom walked across the street.,Том пошёл через дорогу.,1.0,0.99622715
Tom walks slowly.,Том медленно ходит.,1.0,0.9964586
Tom wants to be a pilot.,Том хочет быть пилотом.,1.0,0.99520147
Tom wants to go to Japan.,Том хочет поехать в Японию.,1.0,0.99676174
Tom was a witness to the accident.,Том был свидетелем аварии.,0.0,0.9972736
Tom was all worn out.,Том был весь измучен.,0.0,0.9971968
Tom was also there.,Том тоже там был.,1.0,0.99714833
Tom was asked to appear on television.,Тома попросили появиться по телевизору.,0.0,0.995723
Tom was flying high after he heard the news.,"Том летел высоко после того, как услышал новости.",0.0,0.27978668
Tom was late for dinner.,Том опоздал на ужин.,0.0,0.9970149
Tom was mindful of my warning.,Том помнил мое предупреждение.,0.0,0.996894
Tom was sitting in the front of the bus.,Том сидел перед автобусом.,0.0,0.99716264
Tom was sitting silent for half an hour.,Том сидел тихо полчаса.,0.0,0.9978872
Tom was walking slowly with his head down.,Том медленно шел с опущенной головой.,0.0,0.9972365
Tom watched TV yesterday.,Том вчера смотрел телевизор.,1.0,0.99718213
Tom went to the city by bus.,Том поехал в город на автобусе.,1.0,0.99647
Tom will be able to drive a car soon.,Том скоро сможет водить машину.,1.0,0.997993
Tom will be able to swim soon.,Том скоро сможет плавать.,1.0,0.99775165
Tom will be scolded by his father.,Тома будет ругать его отец.,0.0,0.9980519
Tom will become a good soccer player some day.,Том однажды станет хорошим футболистом.,0.537284965911771,0.99513584
Tom will become a good soccer player some day.,Когда-нибудь Том станет хорошим футболистом.,0.7598356856515925,0.989553
Tom will go there tomorrow.,Том поедет туда завтра.,1.0,0.99748343
Tom will paint the fence tomorrow.,Том завтра покрасит забор.,0.0,0.99878186
Tom wishes he had gone to the theater last night.,"Том хотел бы, чтобы вчера вечером он ходил в театр.",0.0,0.0036203505
Tom wishes he had gone to the theater last night.,Том хотел бы вчера вечером поехать в театр.,0.0,0.9941706
Tom works as hard as any boy in the class.,"Том работает так же усердно, как любой мальчик в классе.",0.0,0.9965796
Tom works as hard as any boy in the class.,"Том работает так же усердно, как и любой мальчик в классе.",0.0,0.9964399
Tom works more diligently now.,Том теперь работает более усердно.,0.0,0.9980411
Tom works more diligently now.,Том теперь работает усерднее.,0.0,0.997957
Tom's Japanese is improving little by little.,Японский Тома постепенно улучшается.,0.0,0.3668125
Tom's Japanese is improving little by little.,Японцы Тома постепенно улучшаются.,0.0,0.024437854
"Tom's a beginner, but he catches on fast.","Том - новичок, но он быстро ловит.",0.5462757644646491,0.98798835
"Tom's a beginner, but he catches on fast.","Том - новичок, но он быстро догоняет.",0.5462757644646491,0.9927511
"Tom's already here, but Bill hasn't come yet.","Том уже здесь, но Билл еще не пришел.",0.3021375397356767,0.9949504
"Tom's already here, but Bill hasn't come yet.","Том уже здесь, но Билл еще не пришёл.",0.392814650900513,0.99273163
Tom's friends called him Mr Money Bags.,Друзья Тома называли его мистер мешки с деньгами.,0.4671379777282,0.96186703
Tom's speech was excellent.,Выступление Тома было великолепным.,0.0,0.9977416
Tom's speech was excellent.,Речь Тома была великолепной.,0.0,0.9980405
Tom's uncle keeps a lot of sheep.,Дядя Тома держит много овец.,1.0,0.99736506
Tom's way of speaking gets on my nerves.,Том говорит мне на нервы.,0.3640930239806872,0.16152723
"Tom, what would you like to have for dinner?","Том, что ты хочешь на ужин?",1.0,0.9967527
"Tom, what would you like to have for dinner?","Том, что бы ты хотел поужинать?",0.0,0.33945742
Tommy couldn't answer the last question.,Томми не смог ответить на последний вопрос.,1.0,0.9980566
"Tommy, can you hear me?","Томми, ты меня слышишь?",1.0,0.9960567
Tomoko almost started to cry.,Томоко чуть не начал плакать.,0.0,0.99608177
Tomorrow is my day off.,Завтра у меня выходной.,1.0,0.9954803
"Tomorrow, I'm going to study at the library.",Завтра я буду учиться в библиотеке.,0.0,0.9955663
"Tomorrow, he will land on the moon.",Завтра он приземлится на Луну.,0.537284965911771,0.9958972
Tony broke it.,Тони сломал его.,0.0,0.99698144
Tony can run fast.,Тони может бегать быстро.,0.0,0.99557143
Tony can run fast.,Тони быстро бегает.,0.0,0.99724483
Tony carved his name on a tree with a knife.,Тони вырезал свое имя на дереве ножом.,0.0,0.9982304
Tony did not know their names.,Тони не знал их имен.,0.0,0.997695
Tony has a nice voice.,У Тони хороший голос.,0.0,0.9969643
Tony has lived in Kumamoto since last year.,Тони живет в Кумамото с прошлого года.,1.0,0.9883585
Tony heard her voice and stopped playing the piano.,Тони услышала ее голос и перестала играть на пианино.,0.3246679154750989,0.9952709
Tony heard her voice and stopped playing the piano.,Тони услышал ее голос и перестал играть на пианино.,0.7071067811865475,0.9973334
Tony is a fast runner.,Тони быстро бегает.,0.0,0.99724483
Tony is a polite boy.,Тони вежливый мальчик.,0.0,0.99790025
Tony is playing.,Тони играет.,0.0,0.99471754
Tony lives in Kobe.,Тони живёт в Кобе.,1.0,0.9847093
Tony looked down at his dirty old shoes.,Тони посмотрел на свои старые грязные туфли.,0.3976353643835253,0.9977188
Tony runs every day.,Тони бегает каждый день.,1.0,0.9971609
"Tony saw green fields and small, quiet villages.","Тони видел зелёные поля и маленькие, тихие деревни.",0.4111336169005197,0.9925916
Tony speaks English better than I do.,"Тони говорит по-английски лучше, чем я.",1.0,0.9975333
Tony stood at the door.,Тони стоял у двери.,0.0,0.99643517
Tony took off his shirt and cleaned the piano with it.,Тони снял рубашку и помыл пианино.,0.4238365628278779,0.99152094
Tony took off his shirt and cleaned the piano with it.,Тони снял рубашку и почистил пианино.,0.4238365628278779,0.98993415
Tony was happy.,Тони был счастлив.,1.0,0.9959403
Tony's voice is nice.,Голос Тони милый.,0.0,0.9398868
Tony's voice is nice.,У Тони хороший голос.,0.0,0.9969643
